80.26	0.05597
80.43	0.05723
80.60	0.06999
80.77	0.2253
80.94	0.4266
81.11	0.9418
81.29	0.3075
81.46	0.1894
81.63	0.08753
81.80	0.1101
81.97	0.1258
82.15	0.2056
82.32	0.8504
82.49	0.6465
82.66	0.3265
82.83	0.1161
83.01	0.04002
83.18	0.09416
83.35	0.2544
83.52	0.535
83.69	0.9014
83.86	0.2795
84.04	0.2207
84.21	0.2172
84.38	0.183
84.55	0.05627
84.72	0.3212
84.90	0.8959
85.07	0.6651
85.24	0.3177
85.41	0.1408
85.58	0.0389
85.75	0.1005
85.93	0.2999
86.10	0.4975
86.27	0.9255
86.44	0.2661
86.61	0.1892
86.79	0.1396
86.96	0.1537
87.13	0.1603
87.30	0.3138
87.47	0.8838
87.64	0.5826
87.82	0.2041
87.99	0.1081
88.16	0.08694
88.33	0.09003
88.50	0.1745
88.68	0.5948
88.85	0.8872
89.02	0.3121
89.19	0.1571
89.36	0.1416
89.54	0.1443
89.71	0.1857
89.88	0.2417
90.05	0.9241
90.22	0.5298
90.39	0.2861
90.57	0.1024
90.74	0.04219
90.91	0.1403
91.08	0.3066
91.25	0.6824
91.43	0.8944
91.60	0.288
91.77	0.06598
91.94	0.1895
92.11	0.2009
92.28	0.2099
92.46	0.2735
92.63	0.9147
92.80	0.5382
92.97	0.2774
93.14	0.1204
93.32	0.03039
93.49	0.1201
93.66	0.3084
93.83	0.6331
94.00	0.8643
94.18	0.1951
94.35	0.1305
94.52	0.06724
94.69	0.1031
94.86	0.1708
95.03	0.2819
95.21	0.9453
95.38	0.4553
95.55	0.2231
95.72	0.07429
95.89	0.08636
96.07	0.07272
96.24	0.1844
96.41	0.7189
96.58	0.8026
96.75	0.2799
96.92	0.08854
97.10	0.1308
97.27	0.1864
97.44	0.2276
97.61	0.3652
97.78	0.9475
97.96	0.3914
98.13	0.28
98.30	0.2057
98.47	0.06863
98.64	0.06225
98.81	0.3571
98.99	0.7141
99.16	0.8623
99.33	0.3074
99.50	0.06423
99.67	0.07923
99.85	0.1575
100.02	0.2895
100.19	0.3257
100.36	0.9552
100.53	0.4189
100.70	0.2247
100.88	0.08396
101.05	0.09051
101.22	0.1182
101.39	0.3183
101.56	0.7603
101.74	0.7186
101.91	0.2369
102.08	0.1274
102.25	0.09098
102.42	0.0649
102.60	0.1412
102.77	0.4545
102.94	0.923
103.11	0.3744
103.28	0.2482
103.45	0.1828
103.63	0.129
103.80	0.1295
103.97	0.1693
104.14	0.842
104.31	0.6945
104.49	0.2793
104.66	0.05112
104.83	0.1381
105.00	0.1797
105.17	0.253
105.34	0.4654
105.52	1.015
105.69	0.2862
105.86	0.2099
106.03	0.2173
106.20	0.1869
106.38	0.114
106.55	0.2761
106.72	0.8169
106.89	0.7266
107.06	0.2236
107.24	0.01275
107.41	0.092
107.58	0.191
107.75	0.293
107.92	0.4488
108.09	0.9308
108.27	0.299
108.44	0.1818
108.61	0.06981
108.78	0.08649
108.95	0.1191
109.13	0.2386
109.30	0.8629
109.47	0.6281
109.64	0.2288
109.81	0.06733
109.98	0.0669
110.16	0.003544
110.33	0.1776
110.50	0.5635
110.67	0.9185
110.84	0.248
111.02	0.1772
111.19	0.1934
111.36	0.1825
111.53	0.1588
111.70	0.2431
111.87	0.9158
112.05	0.5436
112.22	0.3005
112.39	0.1145
112.56	0.07198
112.73	0.1757
112.91	0.3305
113.08	0.5012
113.25	0.9876
113.42	0.316
113.59	0.1303
113.77	0.1693
113.94	0.1938
114.11	0.1907
114.28	0.212
114.45	0.9179
114.62	0.5724
114.80	0.1933
114.97	0.02915
115.14	0.1011
115.31	0.1388
115.48	0.2896
115.66	0.6212
115.83	0.8455
116.00	0.2948
116.17	0.142
116.34	0.04251
116.51	0.04993
116.69	0.1376
116.86	0.3536
117.03	0.9036
117.20	0.5224
117.37	0.3083
117.55	0.1819
117.72	0.09134
117.89	0.02542
118.06	0.1688
118.23	0.7084
118.41	0.8219
118.58	0.2273
118.75	0.1402
118.92	0.2102
119.09	0.1664
119.26	0.1493
119.44	0.3229
119.61	1.022
119.78	0.4026
119.95	0.3077
120.12	0.2337
120.30	0.09662
120.47	0.08126
120.64	0.3191
120.81	0.6421
120.98	0.8527
121.15	0.1863
121.33	0.1201
121.50	0.1431
121.67	0.1833
121.84	0.2018
122.01	0.3279
122.19	0.9337
122.36	0.4556
122.53	0.1871
122.70	0.04757
122.87	0.09425
123.05	0.09652
123.22	0.2252
123.39	0.7195
123.56	0.7866
123.73	0.2272
123.90	0.08473
124.08	0.06814
124.25	0.05251
124.42	0.1515
124.59	0.3754
124.76	0.9413
124.94	0.3465
125.11	0.2787
125.28	0.1731
125.45	0.1086
125.62	0.03706
125.79	0.2656
125.97	0.8362
126.14	0.7246
126.31	0.2856
126.48	0.0612
126.65	0.145
126.83	0.1978
127.00	0.2594
127.17	0.3213
127.34	1.023
127.51	0.3975
127.68	0.2263
127.86	0.2088
128.03	0.144
128.20	0.04885
128.37	0.2396
128.54	0.7854
128.72	0.7338
128.89	0.1612
129.06	0.06516
129.23	0.1124
129.40	0.1508
129.58	0.2521
129.75	0.4623
129.92	0.9143
130.09	0.384
130.26	0.1544
130.43	0.02236
130.61	0.08462
130.78	0.1233
130.95	0.297
131.12	0.8169
131.29	0.6965
131.47	0.3544
131.64	0.141
131.81	0.0752
131.98	0.1015
132.15	0.2327
132.32	0.5265
132.50	0.899
132.67	0.26
132.84	0.2444
133.01	0.2066
133.18	0.125
133.36	0.03576
133.53	0.276
133.70	0.9219
133.87	0.622
134.04	0.347
134.22	0.1671
134.39	0.01027
134.56	0.1719
134.73	0.2977
134.90	0.4494
135.07	0.9386
135.25	0.2928
135.42	0.1998
135.59	0.1596
135.76	0.1108
135.93	0.1132
136.11	0.3014
136.28	0.8423
136.45	0.6317
136.62	0.207
136.79	0.03396
136.96	0.07801
137.14	0.1061
137.31	0.2302
137.48	0.5691
137.65	0.8831
137.82	0.273
138.00	0.1567
138.17	0.1055
138.34	0.05348
138.51	0.1057
138.68	0.2281
138.86	0.9027
139.03	0.5527
139.20	0.2895
139.37	0.1141
139.54	0.03285
139.71	0.0963
139.89	0.2849
140.06	0.6563
140.23	0.8747
140.40	0.2562
140.57	0.1356
140.75	0.1946
140.92	0.1687
141.09	0.1248
141.26	0.2468
141.43	0.9875
141.60	0.5658
141.78	0.2835
141.95	0.1552
142.12	0.0687
142.29	0.07856
142.46	0.309
142.64	0.6059
142.81	0.8819
142.98	0.1714
143.15	0.1303
143.32	0.1022
143.49	0.1271
143.67	0.1907
143.84	0.3613
144.01	0.916
144.18	0.4823
144.35	0.1665
144.53	0.08353
144.70	0.1072
144.87	0.1223
145.04	0.2654
145.21	0.6609
145.39	0.8289
145.56	0.3384
145.73	0.1126
145.90	0.144
146.07	0.1636
146.24	0.2389
146.42	0.3372
146.59	0.9454
146.76	0.4003
146.93	0.3021
147.10	0.1748
147.28	0.0325
147.45	0.1025
147.62	0.3046
147.79	0.7427
147.96	0.852
148.13	0.3393
148.31	0.04777
148.48	0.1026
148.65	0.2148
148.82	0.2702
148.99	0.2975
149.17	0.9362
149.34	0.4757
149.51	0.2533
149.68	0.1026
149.85	0.06041
150.03	0.1097
150.20	0.3035
150.37	0.7233
150.54	0.7938
150.71	0.2347
150.88	0.1102
151.06	0.1022
151.23	0.0963
151.40	0.1899
151.57	0.4139
151.74	0.9104
151.92	0.3723
152.09	0.2021
152.26	0.1145
152.43	0.05765
152.60	0.03492
152.77	0.187
152.95	0.7954
153.12	0.7611
153.29	0.2788
153.46	0.05129
153.63	0.1149
153.81	0.1794
153.98	0.2432
154.15	0.4415
154.32	0.9828
154.49	0.2882
154.66	0.204
154.84	0.2025
155.01	0.1205
155.18	0.01877
155.35	0.2947
155.52	0.8422
155.70	0.7623
155.87	0.3023
156.04	0.0681
156.21	0.06518
156.38	0.1645
156.56	0.3174
156.73	0.4116
156.90	0.9761
157.07	0.2924
157.24	0.1881
157.41	0.07769
157.59	0.1002
157.76	0.1484
157.93	0.2772
158.10	0.8284
158.27	0.616
158.45	0.2348
158.62	0.1134
158.79	0.08772
158.96	0.09173
159.13	0.2204
159.30	0.5293
159.48	0.932
159.65	0.345
159.82	0.1661
159.99	0.2013
160.16	0.1867
160.34	0.1599
160.51	0.2088
160.68	0.9284
160.85	0.5698
161.02	0.3196
161.20	0.09019
161.37	0.09065
161.54	0.1897
161.71	0.3027
161.88	0.541
162.05	1.011
162.23	0.2792
162.40	0.1242
162.57	0.2015
162.74	0.2123
162.91	0.1794
163.09	0.2324
163.26	0.8494
163.43	0.6735
163.60	0.2373
163.77	0.02838
163.94	0.07939
164.12	0.147
164.29	0.3001
164.46	0.5681
164.63	0.8868
164.80	0.2881
164.98	0.1688
165.15	0.09133
165.32	0.04628
165.49	0.1405
165.66	0.2936
165.84	0.8688
166.01	0.542
166.18	0.24
166.35	0.09419
166.52	0.06518
166.69	0.03157
166.87	0.1798
167.04	0.6081
167.21	0.9074
167.38	0.2291
167.55	0.1381
167.73	0.1857
167.90	0.1658
168.07	0.1621
168.24	0.2769
168.41	0.9998
168.58	0.413
168.76	0.2652
168.93	0.1578
169.10	0.04791
169.27	0.0938
169.44	0.33
169.62	0.6376
169.79	0.9284
169.96	0.2587
170.13	0.05157
170.30	0.145
170.47	0.2007
170.65	0.2446
170.82	0.2299
170.99	0.9797
171.16	0.4437
171.33	0.2026
171.51	0.05072
171.68	0.08956
171.85	0.1027
172.02	0.2402
172.19	0.7086
172.37	0.775
172.54	0.2818
172.71	0.1171
172.88	0.05067
173.05	0.07458
173.22	0.1631
173.40	0.4042
173.57	0.9336
173.74	0.4207
173.91	0.2605
174.08	0.201
174.26	0.1407
174.43	0.05957
174.60	0.1871
174.77	0.8211
174.94	0.7203
175.11	0.269
175.29	0.08088
175.46	0.1906
175.63	0.2176
175.80	0.2401
